Model,SplittingMethod,Hashing,Canonical,Shrinkage,Ordering,recentHist,CNF_Length
BIOMD0000000034,mostFreq,1,0,1,1,1,20
BIOMD0000000034,mostFreq,1,0,1,1,1,21
BIOMD0000000034,mostFreq,1,0,1,1,1,22
BIOMD0000000034,mostFreq,1,0,1,1,1,23
BIOMD0000000034,mostFreq,1,0,1,1,1,24
BIOMD0000000034,mostFreq,1,0,1,1,1,25
BIOMD0000000034,mostFreq,1,0,1,1,1,26
BIOMD0000000034,mostFreq,1,0,1,1,1,27
BIOMD0000000034,mostFreq,1,0,1,1,1,28
BIOMD0000000034,mostFreq,1,0,1,1,1,29
BIOMD0000000034,mostFreq,1,0,1,1,1,30
BIOMD0000000034,mostFreq,1,0,1,1,1,31
BIOMD0000000034,mostFreq,1,0,1,1,1,32
BIOMD0000000034,mostFreq,1,0,1,1,1,33
BIOMD0000000034,mostFreq,1,0,1,1,1,34
BIOMD0000000034,mostFreq,1,0,1,1,1,35
BIOMD0000000034,mostFreq,1,0,1,1,1,36
BIOMD0000000034,mostFreq,1,0,1,1,1,37
BIOMD0000000034,mostFreq,1,0,1,1,1,38
BIOMD0000000034,mostFreq,1,0,1,1,1,39
BIOMD0000000034,mostFreq,1,0,1,1,1,40
BIOMD0000000034,mostFreq,1,0,1,1,1,41
BIOMD0000000034,mostFreq,1,0,1,1,1,42
BIOMD0000000034,mostFreq,1,0,1,1,1,43
BIOMD0000000034,mostFreq,1,0,1,1,1,44
BIOMD0000000034,mostFreq,1,0,1,1,1,45
BIOMD0000000034,mostFreq,1,0,1,1,1,46
BIOMD0000000034,mostFreq,1,0,1,1,1,47
BIOMD0000000034,mostFreq,1,0,1,1,1,48
BIOMD0000000034,mostFreq,1,0,1,1,1,49
BIOMD0000000034,mostFreq,1,0,1,1,1,50
BIOMD0000000034,mostFreq,1,0,1,1,1,51
BIOMD0000000034,mostFreq,1,0,1,1,1,52
BIOMD0000000034,mostFreq,1,0,1,1,1,53
BIOMD0000000034,mostFreq,1,0,1,1,1,54
BIOMD0000000034,mostFreq,1,0,1,1,1,55
BIOMD0000000034,mostFreq,1,0,1,1,1,56
BIOMD0000000034,mostFreq,1,0,1,1,0,1
BIOMD0000000034,mostFreq,1,0,1,1,0,5
BIOMD0000000034,mostFreq,1,0,1,1,0,6
BIOMD0000000034,mostFreq,1,0,1,1,0,7
BIOMD0000000034,mostFreq,1,0,1,1,0,8
BIOMD0000000034,mostFreq,1,0,1,1,0,9
BIOMD0000000034,mostFreq,1,0,1,1,0,10
BIOMD0000000034,mostFreq,1,0,1,1,0,11
BIOMD0000000034,mostFreq,1,0,1,1,0,12
BIOMD0000000034,mostFreq,1,0,1,1,0,13
BIOMD0000000034,mostFreq,1,0,1,1,0,14
BIOMD0000000034,mostFreq,1,0,1,1,0,17
BIOMD0000000034,mostFreq,1,0,1,1,0,18
BIOMD0000000034,mostFreq,1,0,1,1,0,19
BIOMD0000000034,mostFreq,1,0,1,1,0,20
BIOMD0000000034,mostFreq,1,0,1,1,0,21
BIOMD0000000034,mostFreq,1,0,1,1,0,22
BIOMD0000000034,mostFreq,1,0,1,1,0,23
BIOMD0000000034,mostFreq,1,0,1,1,0,24
BIOMD0000000034,mostFreq,1,0,1,1,0,25
BIOMD0000000034,mostFreq,1,0,1,1,0,26
BIOMD0000000034,mostFreq,1,0,1,1,0,27
BIOMD0000000034,mostFreq,1,0,1,1,0,28
BIOMD0000000034,mostFreq,1,0,1,1,0,29
BIOMD0000000034,mostFreq,1,0,1,1,0,30
BIOMD0000000034,mostFreq,1,0,1,1,0,31
BIOMD0000000034,mostFreq,1,0,1,1,0,32
BIOMD0000000034,mostFreq,1,0,1,1,0,33
BIOMD0000000034,mostFreq,1,0,1,1,0,34
BIOMD0000000034,mostFreq,1,0,1,1,0,35
BIOMD0000000034,mostFreq,1,0,1,1,0,36
BIOMD0000000034,mostFreq,1,0,1,1,0,37
BIOMD0000000034,mostFreq,1,0,1,1,0,38
BIOMD0000000034,mostFreq,1,0,1,1,0,39
BIOMD0000000034,mostFreq,1,0,1,1,0,40
BIOMD0000000034,mostFreq,1,0,1,1,0,41
BIOMD0000000034,mostFreq,1,0,1,1,0,42
BIOMD0000000034,mostFreq,1,0,1,1,0,43
BIOMD0000000034,mostFreq,1,0,1,1,0,44
BIOMD0000000034,mostFreq,1,0,1,1,0,45
BIOMD0000000034,mostFreq,1,0,1,1,0,46
BIOMD0000000034,mostFreq,1,0,1,1,0,47
BIOMD0000000034,mostFreq,1,0,1,1,0,48
BIOMD0000000034,mostFreq,1,0,1,1,0,49
BIOMD0000000034,mostFreq,1,0,1,1,0,50
BIOMD0000000034,mostFreq,1,0,1,1,0,51
BIOMD0000000034,mostFreq,1,0,1,1,0,52
BIOMD0000000034,mostFreq,1,0,1,1,0,53
BIOMD0000000034,mostFreq,1,0,1,1,0,54
BIOMD0000000034,mostFreq,1,0,1,1,0,55
BIOMD0000000034,mostFreq,1,0,1,1,0,56
BIOMD0000000034,mostFreq,1,0,1,0,0,1
BIOMD0000000034,mostFreq,1,0,1,0,0,5
BIOMD0000000034,mostFreq,1,0,1,0,0,6
BIOMD0000000034,mostFreq,1,0,1,0,0,7
BIOMD0000000034,mostFreq,1,0,1,0,0,8
BIOMD0000000034,mostFreq,1,0,1,0,0,9
BIOMD0000000034,mostFreq,1,0,1,0,0,10
BIOMD0000000034,mostFreq,1,0,1,0,0,11
BIOMD0000000034,mostFreq,1,0,1,0,0,12
BIOMD0000000034,mostFreq,1,0,1,0,0,13
BIOMD0000000034,mostFreq,1,0,1,0,0,14
BIOMD0000000034,mostFreq,1,0,1,0,0,17
BIOMD0000000034,mostFreq,1,0,1,0,0,18
BIOMD0000000034,mostFreq,1,0,1,0,0,19
BIOMD0000000034,mostFreq,1,0,1,0,0,20
BIOMD0000000034,mostFreq,1,0,1,0,0,21
BIOMD0000000034,mostFreq,1,0,1,0,0,22
BIOMD0000000034,mostFreq,1,0,1,0,0,23
BIOMD0000000034,mostFreq,1,0,1,0,0,24
BIOMD0000000034,mostFreq,1,0,1,0,0,25
BIOMD0000000034,mostFreq,1,0,1,0,0,26
BIOMD0000000034,mostFreq,1,0,1,0,0,27
BIOMD0000000034,mostFreq,1,0,1,0,0,28
BIOMD0000000034,mostFreq,1,0,1,0,0,29
BIOMD0000000034,mostFreq,1,0,1,0,0,30
BIOMD0000000034,mostFreq,1,0,1,0,0,31
BIOMD0000000034,mostFreq,1,0,1,0,0,32
BIOMD0000000034,mostFreq,1,0,1,0,0,33
BIOMD0000000034,mostFreq,1,0,1,0,0,34
BIOMD0000000034,mostFreq,1,0,1,0,0,35
BIOMD0000000034,mostFreq,1,0,1,0,0,36
BIOMD0000000034,mostFreq,1,0,1,0,0,37
BIOMD0000000034,mostFreq,1,0,1,0,0,38
BIOMD0000000034,mostFreq,1,0,1,0,0,39
BIOMD0000000034,mostFreq,1,0,1,0,0,40
BIOMD0000000034,mostFreq,1,0,1,0,0,41
BIOMD0000000034,mostFreq,1,0,1,0,0,42
BIOMD0000000034,mostFreq,1,0,1,0,0,43
BIOMD0000000034,mostFreq,1,0,1,0,0,44
BIOMD0000000034,mostFreq,1,0,1,0,0,45
BIOMD0000000034,mostFreq,1,0,1,0,0,46
BIOMD0000000034,mostFreq,1,0,1,0,0,47
BIOMD0000000034,mostFreq,1,0,1,0,0,48
BIOMD0000000034,mostFreq,1,0,1,0,0,49
BIOMD0000000034,mostFreq,1,0,1,0,0,50
BIOMD0000000034,mostFreq,1,0,1,0,0,51
BIOMD0000000034,mostFreq,1,0,1,0,0,52
BIOMD0000000034,mostFreq,1,0,1,0,0,53
BIOMD0000000034,mostFreq,1,0,1,0,0,54
BIOMD0000000034,mostFreq,1,0,1,0,0,55
BIOMD0000000034,mostFreq,1,0,1,0,0,56
BIOMD0000000034,mostFreq,1,0,0,1,1,1
BIOMD0000000034,mostFreq,1,0,0,1,1,5
BIOMD0000000034,mostFreq,1,0,0,1,1,6
BIOMD0000000034,mostFreq,1,0,0,1,1,7
BIOMD0000000034,mostFreq,1,0,0,1,1,8
BIOMD0000000034,mostFreq,1,0,0,1,1,9
BIOMD0000000034,mostFreq,1,0,0,1,1,10
BIOMD0000000034,mostFreq,1,0,0,1,1,11
BIOMD0000000034,mostFreq,1,0,0,1,1,12
BIOMD0000000034,mostFreq,1,0,0,1,1,13
BIOMD0000000034,mostFreq,1,0,0,1,1,14
BIOMD0000000034,mostFreq,1,0,0,1,1,17
BIOMD0000000034,mostFreq,1,0,0,1,1,18
BIOMD0000000034,mostFreq,1,0,0,1,1,19
BIOMD0000000034,mostFreq,1,0,0,1,1,20
BIOMD0000000034,mostFreq,1,0,0,1,1,21
BIOMD0000000034,mostFreq,1,0,0,1,1,22
BIOMD0000000034,mostFreq,1,0,0,1,1,23
BIOMD0000000034,mostFreq,1,0,0,1,1,24
BIOMD0000000034,mostFreq,1,0,0,1,1,25
BIOMD0000000034,mostFreq,1,0,0,1,1,26
BIOMD0000000034,mostFreq,1,0,0,1,1,27
BIOMD0000000034,mostFreq,1,0,0,1,1,28
BIOMD0000000034,mostFreq,1,0,0,1,1,29
BIOMD0000000034,mostFreq,1,0,0,1,1,30
BIOMD0000000034,mostFreq,1,0,0,1,1,31
BIOMD0000000034,mostFreq,1,0,0,1,1,32
BIOMD0000000034,mostFreq,1,0,0,1,1,33
BIOMD0000000034,mostFreq,1,0,0,1,1,34
BIOMD0000000034,mostFreq,1,0,0,1,1,35
BIOMD0000000034,mostFreq,1,0,0,1,1,36
BIOMD0000000034,mostFreq,1,0,0,1,1,37
BIOMD0000000034,mostFreq,1,0,0,1,1,38
BIOMD0000000034,mostFreq,1,0,0,1,1,39
BIOMD0000000034,mostFreq,1,0,0,1,1,40
BIOMD0000000034,mostFreq,1,0,0,1,1,41
BIOMD0000000034,mostFreq,1,0,0,1,1,42
